sample_id,question,answer_start,answer_end,answer_start_second,answer_end_second,video_length,video_id,video_url,transcript
1552,How to perform extensions to treat neck pain from a pinched nerve?,05:19,08:15,319,495,600,_WrqTD33nDM,https://www.youtube.com/watch?v=_WrqTD33nDM,"All right. Next one we're gonna do is, actually, we're gonna do extensions, but again, what's good about the chin tucks is it's getting you a good posture. The next one, I'd like you to find a chair with a nice solid back like this. And you're gonna, a lot of times you do a couple chin tucks to warm up a little bit, and then you're gonna go ahead and work on going back. Now, you can go back to the point where it starts to really hurt then back off. - Right. - You can work halfway, go back, and then eventually you want to, the key with all these is to really get back as far as you can. - As long it's making it better. - Right. As long as it's making the symptoms down your arm, or in your back or in your neck, better - Right. Centralization is getting out of there. - You wanna show the towel, Brad? - A lot of times I'll have people and my patients, they'll start doing, the chin tuck is doing good, and then they'll get back to here, and oh, and they can't really do it. So I'll have them take a towel roll, put it here. And with that little bit of support, not pulling hard, but just a little bit of support, and then all of a sudden, oh yeah, that feels better. and then they can go back, and then you can help pull your head up too, a little bit. So in the initial phase, that towel roll can really be helpful. - I do it a little different. I use the edge of the towel. - Oh yeah. - Quite often, I'll use-- - I was taught this way too, and then I just-- - I like the edge on the towel. - There's a name for that edge, but I can't remember it. - Yeah, I think there is. And I like to bring it up actually towards the eyes like this. And then the arms go along with the neck like this. - Yeah. I learned that, didn't we learn that, in Mulligan class? - Could be. Yeah. And then you can go different levels. You can go a little bit lower, a little bit lower, and see how it works with that. Now again, Brad kind of alluded to this, but with all these, you're gonna do the exercise 10 times, and you can do it five to six times a day. I actually tell my patients to do it every hour. - Sure. Yeah. - And the reason I tell them to do it every hour is because I know they won't. I mean, nobody can do everything every hour. They get busy, but they end up doing it five to six times a day then. So that's a good start. Same thing with this one. If this is just too tendered, not working, you can do this off the edge of the bed. You can go off like this, and you can take your hand like this, and you can just lower yourself like that. - This is the one where I really do like to use the towel, the whole towel because-- - Oh, that would work too. - It's a little more control. - Yeah, more control. - [Brad] Again, we can't emphasize this enough. You're only gonna do these if they improve and-- - If they're improving the pain. - And they're gonna improve it by the 10th one, you should feel clearly better than the first one. - Right. Certainly, not worse. I mean, maybe it'll stabilize. Maybe it's gonna take a little bit, but yeah, you'd like to see something improving in the hand, or if it doesn't go all the way to the hand, it's not going into the shoulder as much. - Yeah. If you can eliminate the symptoms of tingling and stuff from here to here, and this is gone, well, that's good progress. - Yeah, 80% of the people get better with this, "
1553,How to perform side bends to treat neck pain from a pinched nerve?,08:15,09:03,495,543,600,_WrqTD33nDM,https://www.youtube.com/watch?v=_WrqTD33nDM,"80% of the people. All right. The third exercise, this is the one that helped me, Brad. Let's say having pain on the right side. You're actually gonna do, first you're gonna get into kind of a good position, good posture. And you're actually gonna side bend towards the side - Towards the side of the symptom. - Towards the side of the pain, yep. So chin tuck towards the side of the pain. - And again, we should say symptoms, technically, because sometimes it's numbness and tingling. So we wanna include everything with this. - Yeah, the numbness and tingling might get better. I had a dentist that did this one, worked beautifully. I mean, this didn't work. This didn't work. Went to this, and it went right away, and he had it all the way into his hands. - Did you get some free dental work? - No, I didn't, as you can tell. - The old barter system didn't go over. - So that one works out really good. "
1554,How do I assess if I have a problem with my ankle position? ,01:14,02:28,74,148,406,JRI3ruWhvk4,https://www.youtube.com/watch?v=JRI3ruWhvk4,so she had a this is she had a video conference with her doctor and the doctor said well if you have foot pain it's probably arch your you probably have a lack of arch support right okay the problem with video supports or video appointments you don't actually see the patient so it's just blanket information kind of like if you have knee pain oh you probably have runner's knee you have shoulder pain oh it's probably a rotator cuff without ever examining but you look at her feet okay and this is called i uh from what i remember a canvas foot and it's actually it's usually people who have kind of shorter feet for their height and then also like she's got excellent arches there now the thing is if she tries to put tries to make a flat foot it's almost impossible it's like rigid so hold on to something and put all your body weight on one foot and if you look over here she cannot flatten her she cannot flatten her arch it's like impossible now try to roll your ankle down even if she's rolling it there's still an arch there so that's an unusual type of um 
1555,How to set up the TENS unit before using it?,01:45,04:08,105,248,764,EB3d57MXtG8,https://www.youtube.com/watch?v=EB3d57MXtG8,be evaluated so when you get your tens unit it will come in a case and if you open the case you will see the tens unit itself here and then there will be some batteries and then there will be some electrode wires like this so the first thing that you'll need to do is to put the batteries in so if you turn over the tens to the back and slide this out you'll see there's a battery area just put the batteries in minority in there ok so then you're going to close it back up alright and then what you're going to need to do is put the electrode wires in so the wires are in order to bring the electricity from the little unit in into you when you look at the wires you will see that there is a straight end and a bent end the bent end goes in the machine you'll see at the top of the machine there are two little holes you put the bent end in push it all the way in and then you're going to take the electrodes so if you are having post-op you're using the tents for post-operative pain your electrodes will be placed by your surgeon if you're using tens more for other types of pain then you might be applying them yourself I'm going to show you how to set it up with the electrodes as if you were doing it yourself so the electrodes come in a little bag there are four electrodes in the back and what you're going to do is take the straight end of the electrode wire and push it into the little hole here on the electrode so you want to push it all the way in so that there's no metal showing okay now there are four electrodes you can use either two or four electrodes when you're using the tens on yourself if you have a small area of pain you would use to it you have a larger area of pain you would use for I'm going to show you first how to do it on my arm and then we'll talk 
1556,How to apply the electrodes on the TENS unit on your arms?,04:16,04:59,256,299,764,EB3d57MXtG8,https://www.youtube.com/watch?v=EB3d57MXtG8,so now what we need to do is apply the electrodes so we're going to pretend that I have an elbow problem so I'm going to show you how I would put the electrodes on my elbow so what when you use the electrodes you want to try not to touch them any more than you have to because they're sticky and you the more you touch them and the more sticky stuff you lose so I'm going to peel it off trying just to touch the very edge of it and I'm going to put the area of pain in between the two electrodes so let's be pretending that my elbow is hurting here I'm going to put one below the elbow and then I'm going to peel the other one off and I'm gonna put the other one above so now I have one below and one above 
1557,How to apply the electrodes on the TENS unit on your back?,05:00,06:07,300,367,764,EB3d57MXtG8,https://www.youtube.com/watch?v=EB3d57MXtG8,if you were going to use the tens unit on a bigger area you would need to use four electrodes so we already have one set of wires plugged in with the control right next to it now we're gonna plug the next set in same thing the bent end goes into the machine and then the straight end is goes to the electrodes and in order to place the electrodes what I would do is put the area of pain in the middle of the electrode so I might put one electrode here above the area of pain and then hooked into the same electrode that that same wire put the other one lower and to the opposite side and then the next set you would do the same thing so that what you get is kind of the area of pain in the middle and we have kind of a crisscross pattern if you had more leg pain than what you could do is use two electrodes on the back and then use two electrodes down on the leg so if you had upper back or neck pain you could do the same thing so you would put your electrodes criss-crossed crisscross with the same ideas in the 
1558,How to turn on the TENS unit to operate it?,06:11,09:23,371,563,764,EB3d57MXtG8,https://www.youtube.com/watch?v=EB3d57MXtG8,now in order to turn it on we're going to open the front door of the unit so there's a little door right here you're going to flip it down and you'll see the controls the first control that we're gonna talk about is the on/off button that's this button right here so if you push that button the unit should come on and there you can see that there's the screen is got some things on it okay the next thing we need to do is decide the mode or there's lots of different ways you can set the tens unit so we're gonna pick one of the pre-programmed modes and that comes to right here there's a mode button right there it's the top row the second one from the right so if you push the mode button some choices will come up and you can see them on the screen so right now it's on constant mode that's not one I recommend it's just continuous tens and people get used to it really fast and you have to keep turning it up so that's not one I recommend you can do what's called burst mode there that's another choice that's a good mode to choose there's two burst modes so the second burst mode they each feel a little different or you can use one of the modulation modes so there's modulation 1 and modulation 2 so either one of the burst modes or one of the modulation modes are what I recommend so I'm going to go ahead with this modulation mode right here so now I've got I've chosen I've got it on I've chosen my mode and the last thing you can think about is the timing so there's a little timer here it looks like a clock face that's right below the mode button and you can push it and you can choose 60-minute minutes 30 minutes or continuous mode so I'm gonna choose the one that was a 15 okay so I'm gonna choose a 30 minutes so you could choose 60 30 or 15 okay and that will just it will go for that amount of time and then automatically shut off and now I'm going to close that window and now we're going to turn the unit on and we turn the unit on at the top of it with these two dials so the dial on the right takes care of these electrodes that are hooked into that right side the dial on the left where not using right now so I'm going to go ahead and turn the unit on and I'm gonna feel a little bit of buzzing or tingling and I can definitely feel that right now so I feel a tingling and buzzing here and here and I can kind of feel it going right along my elbow some people describe it as like a feeling like something crawling some people say it's tingling what we want to do is turn it up so that you can definitely feel the tingling fairly strong but not so high that it bugs you you'll get better pain control the stronger you can tolerate it on but we don't want it to be causing more discomfort so you go ahead and turn it up as high as you need you to feel it nice and strong okay so I'm gonna go a little bit stronger here yeah oops I went the wrong way so that's coming nice and strong oh yeah there we go okay so it's really tingling but I'm not getting any muscle twitching so I do really don't really want the muscle twitching but that's really really 
1559,How to turn off the TENS unit after using it?,09:28,10:35,568,635,764,EB3d57MXtG8,https://www.youtube.com/watch?v=EB3d57MXtG8,when you're ready to turn it off you're going to go ahead and turn down the dial so that you no longer feel that the electricity so I know when you're feeling it there if you have set the timer it will automatically turn off the electricity after that time but then you want to go ahead and turn the unit off because otherwise you'll use up the batteries so then you would go ahead and turn the unit off when you do that you're going to have to hold the on/off button down and then you'll see the screen go black then what you're going to want to do is peel the electrodes off again you want to try not to handle them any more than you have to and then you're going to put them on your paper again again I'm trying not to handle it and then they get zipped back into their ziplock bag the electrodes will be good for about a weeks use and then they'll get unsticky and you can get a few more days use out of them if you take them off their paper put them sticky side up and put a little bit of water in your fingers and get them wet and wait 60 
1560,How to quickly relieve neck pain with a self-massage?,00:59,02:21,59,141,563,dq4XDpC2jsA,https://www.youtube.com/watch?v=dq4XDpC2jsA,them so with the first part i'm going to go over two exercises that are going to focus on instant neck pain relief they're going to really target muscle knots tightness stiffness all that stuff that's going on into the neck possibly even into the shoulders so i'm going to sit in a chair for this one let's get really good upright posture let's start off with a base of the skull exercise that's going to take a lot of muscle tightness off of that very quickly what i'm going to do is i'm going to take two fingers and i'm going to make hooks with them and then i'm going to go right at the base of the skull if this is pretty tender just start to massage it by putting a little bit of pressure into those muscles and just going in circular motions for about five seconds just to you know help loosen it up from here what we're going to do is i'm going to slightly tuck my chin and then i'm going to then use my head and push back into my fingers while i continue that circular massage and i tell you what this can be very tender so only go towards your comfort level this is a very good way to just target muscle knots and tightness that builds tension and maybe causes headaches possibly even migraines you want to do this for about 10 seconds you're just going to simply relax and then you're just gonna repeat that process up to three to five times so this 
1561,How to quickly relieve neck pain with a self-massage and neck rotation?,02:21,03:41,141,221,563,dq4XDpC2jsA,https://www.youtube.com/watch?v=dq4XDpC2jsA,up to three to five times so this next one is one of my favorite neck pain relief exercises because it can target pretty much anywhere into the neck even into the upper part of the shoulders what we're going to do is we're going to take our fingers and we're going to make a hook with them again and go over a spot that you feel a muscle knot or there's just a lot of tightness and pain that needs to be released what i do is i just massage that for about five to 10 seconds to loosen the muscle up and then from there what we're going to do is turn the head in the opposite direction of the pain so if i have a left-sided spot i want to take my head and look towards or i should say over my right shoulder continue to apply pressure on this when you turn or rotate your head it's going to intensify that massage and make sure only to go to your comfort level 10 to 15 seconds for that massage and then what you're going to do from there is intensify it even further by then taking the head and then i should say the chin right here and looking down towards the floor this feels great what i like to do is apply pressure in a circular motion 10 to 15 seconds and then what i'm going to do is relax and you can repeat that until you feel that muscle tightness or that muscle knot finally start to go away and then from there just go over different spots as you need so i want to go over a very 
1562,How to quickly relieve neck pain with a modified chin and shoulder tuck?,03:41,05:06,221,306,563,dq4XDpC2jsA,https://www.youtube.com/watch?v=dq4XDpC2jsA,as you need so i want to go over a very easy postural exercise that works wonders for the neck upper back and shoulders you can pretty much do it anywhere this one is perfect to do at work what i'm going to do is go into good upright posture take your fingers drive the chin back a little bit until it feels like a very good stretch into the neck hold this position this is the second part we're going to take our arms and we're going to wean the elbows back like this until it feels like the shoulder blades in the back are starting to pinch you should have a very good neck stretch but you should also now have a very good shoulder and in between the shoulder blades stretch what we're going to do from there is slowly start to raise our arms up like this so we're touching our fingertips hold this for a couple seconds start to come back down and then from there take your chin drive it back a little bit further and we're going to also try to bring our arms back a little bit further and then we're just going to keep repeating that process and you want to do this about five times just keep going back as far as you're able to nice slow controlled movements what this does is it helps stretch the front the pec muscles it's going to hit in between the shoulder blades the neck right here to loosen everything up while also promoting better posture in our upper backs and neck it's a wonderful exercise give it a try so for 
1563,How to quickly relieve neck pain with a towel?,05:06,07:37,306,457,563,dq4XDpC2jsA,https://www.youtube.com/watch?v=dq4XDpC2jsA,this next part we're going to focus on increasing neck flexibility and one of the easiest ways that you can do that is through using a towel so if you feel like you just have a lot of locked up tightness where you're just not able to move the head from side to side this one's going to work perfectly just use an everyday hand drying towel place it on the back side of the neck and go over the level that you feel is really the one that needs the most amount of attention grab the two ends right here and pull them forward so they're very or i should say the towel is very tight against the back of the neck and then what i'm going to do is whatever side that i'm having difficult turning towards so like let's say i'm i can't turn towards my left i'm going to take the end on the opposite side and then i'm going to then start to turn my head with the towel while i hold the other end locked and what this does is it helps build nice slow rotation in there into a very nice passive stretch that you can control also the towel is going to help massage those neck muscles at the same time i go to a point where i feel comfortable and i'm going to hold that for up to 10 seconds before relaxing and then do that five times you can continue to do this until you feel like your motion is starting to come back and it's helping to relieve a lot of that neck muscle tightness also when you do this make sure to do it on the other side so even if it doesn't hurt you always want to keep everything balanced but then you can just lower it or raise it as needed and hit other spots of the neck let's say that you're having a lot of pinching sharp pain going on to the neck also so let's do this same stretch but build a little bit of traction into there so what i'm going to do is cross my arms like this and then whatever side that i feel like i need to really just stretch out i lift that end up towards the ceiling and then i'm going to turn it 45 degrees kind of like almost right towards my eye and i'm going to lift up at that point while the other end stays locked and i tell you what this feels like it just opens the neck up in a nice stretching traction like a pulling motion hold this one for 10 seconds relax and then just repeat that one up to five times but you with this one you can really just target certain spots do you feel like you might have something like a pinched nerve going on in the neck traction is wonderful for opening up those so give that a try so this next one we're going 
1564,How to quickly relieve neck pain with a long stick?,07:37,09:12,457,552,563,dq4XDpC2jsA,https://www.youtube.com/watch?v=dq4XDpC2jsA,that a try so this next one we're going to focus on building a lot of mobility into the neck but also into the upper back i'm going to be using a broomstick for this if you don't have a broomstick you can use anything that pretty much is long and sturdy pvc pipe people have used toilet plungers before if you really want to go that route go out in the yard grab a stick it all works so what i'm going to do is palm side up put my elbows onto a flat surface you can do this on a desk or even on a chair or a bed works perfectly what i'm going to do from there is take the stick and then bring my arms over my head and try to touch the stick to the back of my neck what i want to do is build into a thoracic or upper back extension exercise this is how we're going to do it with my butt i'm just going to start to take that to the floor or i should say towards my heels and then what you should feel is a very good arch starting to be formed in the upper back this right here it just helps open up everything between the shoulder blades all the way to the neck should feel like a great stretch sometimes you'll get a pop crack or self release into that area completely normal you'll want to hold this position for 10 to 15 seconds relax and then repeat up to five times but this is a great exercise that will help build mobility more flexibility into the upper back and neck that may relieve tightness stiffness those type of things that may be causing your neck pain give these a try i really do hope they 
1565,How does compression therapy help to treat leg ulcers? ,01:02,01:36,62,96,161,OTj3KxprO40,https://www.youtube.com/watch?v=OTj3KxprO40,
1566,How to mix the insulin bottle before injecting it?,01:16,01:27,76,87,368,y4_y-QqnV14,https://www.youtube.com/watch?v=y4_y-QqnV14,step 3 we will start with the cloudy insulin gently roll the cloudy insulin bottle between the palms of the hand until insulin is well mixed 
1567,How to prepare the insulin bottle before injecting it?,01:31,03:18,91,198,368,y4_y-QqnV14,https://www.youtube.com/watch?v=y4_y-QqnV14,step 4 clean the rubber stopper of the bottles with an alcohol swab step 5 next draw air into the syringe by pulling plunger down the amount of air should be equal to the dosage of the cloudy insulin required step 6 the next step is important with the bottle standing upright insert the needle through the rubber stopper of the cloudy insulin bottle and inject air into the bottle remove the syringe without drawing up any insulin step 7 repeat this with the clear insulin draw up air into the syringe equivalent to the dosage of clear insulin required step 8 put the needle through the rubber stopper of the clear insulin bottle inject air into the bottle step 9 this time with the needle in the bottle invert the bottle and withdraw the correct dose of clear insulin into the syringe at your eye level remove air bubbles if present [Music] step 10 then put the needle into the cloudy insulin bottle invert the bottle and withdraw the cloudy insulin this will now give you a total dose of both clear and cloudy insulin [Music] [Music] 
1568,How to inject the insulin?,03:27,04:09,207,249,368,y4_y-QqnV14,https://www.youtube.com/watch?v=y4_y-QqnV14,an alcohol swab step two hold the syringe in one hand step three with the other hand gently pinch up a full of skin on the abdomen step four direct the needle straight into the pinch skin step 5 slowly push the plunger down to inject the insulin step 6 remove the needle then relax the pinch step 7 if there is any bleeding press on the injection site do not rub 
1569,How to safely dispose of the used syringes?,05:18,05:41,318,341,368,y4_y-QqnV14,https://www.youtube.com/watch?v=y4_y-QqnV14,dispose syringes into a hard plastic or metal container with a screw-on or tightly secured lid label that container as used syringes keep the container away from children when it is full seal the container and discard it into the rubbish bin 
1570,How to tell if you have a frozen shoulder with a mirror and shoulder movement?,00:52,02:44,52,164,372,aOcVz5rFlcY,https://www.youtube.com/watch?v=aOcVz5rFlcY,"- So the first test... Now you can do this standing, but stand in front of a mirror. And you're gonna check your non involved shoulder first. - Good idea. - Let's say my shoulder problem is on my right side, so I check my left side, I see how far it goes up. - It's pretty normal. - So the frozen shoulder most often, it's not gonna even hit parallel. Which is right straight out like that. It's gonna be like that or less when you compare it to the other arm. So this will be like this, this will be like that. - Typically painful or just feeling pain-- - Painful, especially in the first stage, the freezing stage. - Okay. - It could also be an impingement, they'll go in this way. That's why we're gonna check another one. So this time we're gonna raise out to the side, so thumb up, I'ma raise up to the side, I'ma go up as far as I can go. Are you even gonna go all the way up? - Well, I can go that high. - Okay. - I don't know. And then I'ma check with the other side. The other side again, is probably not gonna go any farther past parallel. - It's thumb up? - Thump up right. So and again, could be painful. The last one, you're gonna bend your arms to 90 degrees, like that yep, and you're gonna go ahead and turn them out. Now the non involved ones should go out quite far. But this one, is not gonna go out very far at all. - And keep note the elbows stay close to the ribs. You don't let them go out like this, that it's important for that particular test. - Yeah, if all three movements are affected and you weren't having trouble with your shoulder before just kind of came on. Then I think it's time to see the doctor and get diagnosed but I'm guessing you have a frozen shoulder it's a pretty good sign. "
1571,How to tell if you have shoulder impingement rather than a frozen shoulder?,02:44,03:03,164,183,372,aOcVz5rFlcY,https://www.youtube.com/watch?v=aOcVz5rFlcY,"- If it's shoulder impingement, this one will hurt and be limited. This one maybe too, and this one. - Unlikely. - Yeah, not so much, it can be painful. But the frozen shoulders presents itself I would say more stiffness. "
1572,How to check if you have shoulder impingement rather than a frozen shoulder?,04:11,04:59,251,299,372,aOcVz5rFlcY,https://www.youtube.com/watch?v=aOcVz5rFlcY,"Go ahead. - Well, I wanted to get back to cause it just crossed my mind is I agree. If it isn't impingement, this will hurt. But oftentimes, if you help with the other hand, once it gets so far up, then it's better up here and it hurts in here. - That's a very good point Brad, if you have a frozen shoulder you can hear it, it's like you're hitting a wall. You can't bring it up there very easy. So that way it may help delineate whether it is impinge if you have question. This is actually they call it the painful arc syndrome, because it's so common. Right in here it's more painful, but if you help or sometimes you can reach through it, and then it comes up and it's not so bad, then it's definitely not frozen shoulder. If you're hitting a wall, that means that capsule has tightened up on you, and both ways and this way it just doesn't want to move. "
1573,How to perform belly breathing to treat hiatal hernias?,00:35,01:56,35,116,539,2Wgylrijzlg,https://www.youtube.com/watch?v=2Wgylrijzlg,"back down. so one of the easiest things to do is just start off with some diaphragmatic breathing, and that's just belly breathing. and it's pretty easy to do. it helps with the pelvic floor as well. it helps draw it down so that brings the stomach down to help pull that hiatal hernia down. so diaphragmatic breathing or belly breathing is really just you're trying to bring the air into your belly area, instead of what we a lot of times we do is chest breathing. so an easy way to do that is place one hand on your belly and one hand on your chest. and what you want to try to do is the hand on your chest doesn't really move. it might move a little bit, but not a whole lot. but you want to see your hand down at your belly move in and out. now not forcing it in and out, but trying to bring the air down into the belly. so i'm gonna, i'm gonna do it you might not see a whole lot but i just want you to see. so you can see each time i do it, i was able to get a little bit more into the belly. if you haven't done it before, it might be kind of hard to get it down, but that's why the hand's there are nice to see because if you keep seeing your chest area move up and down, that means you're breathing up here. but like i said, you really want to breathe into that belly because that helps kind of pull everything downward to get that hiatal hernia down. so then "
1574,How to perform bridges to treat hiatal hernias?,01:57,03:22,117,202,539,2Wgylrijzlg,https://www.youtube.com/watch?v=2Wgylrijzlg,"the next one is lying down doing some bridges. you can do this in your bed even before you get out of bed in the mornings. a lot of the treatment is nice to do in the morning, so that's a lot of times when people feel it the most. so a bridge, a very simple bridge you might have seen me do these before, but this time we're going to hold it up at the top for about 15 seconds. so feet are about hip width apart and when you come up, you're really kind of driving your knees forward and coming up one segment of a time at a time. so once you get to here, if you can comfortably stay for about 15 seconds, that's what you want to do. you just want to kind of hold this position here, and then once you get to that 15 seconds nice and slowly come back down. so we're kind of trying to strengthen the area now so that it's not going to keep moving around in there. so again just just holding it up in this position, you might not be able to get as straight in a line as i'm right now. so even if you start off here, that's okay. if you haven't done bridges before it might be kind of hard. you might not be able to hold it for the 15 seconds to start off with, but that's what you want to work up to. and you can just do some nice breathing in here, too. you know i'm talking, but you know do that nice belly breathing while you're up in this position, and then slowly come back down. since you're doing that hold, you only really need to do those about three to five times. you don't have to do anything really big with that. so then you're just going to roll over and again you can "
1575,How to perform cat-cow exercises to treat hiatal hernias?,03:23,04:36,203,276,539,2Wgylrijzlg,https://www.youtube.com/watch?v=2Wgylrijzlg,"really big with that. so then you're just going to roll over and again you can still be in the bed doing these ,you don't have to do them on the floor, though some people like to. and then you're just going to go into a cat cow ,or a cat dog. i like to call it dog just because i like dogs as you know. um but it traditionally is called a cat cow. so hands are pretty much underneath your shoulders. they're not you know far out and they're not back, you want it pretty much straight up and down. you want your knees about hip width apart, which is usually your two fists together. and then as you breathe in, you're going into your cow or your dog. and you're looking kind of up or straight forward dropping those hips, and then coming in to your cat breathing out. and then tucking in your chin really trying to arch it as much as you can. so you can see you don't have to do um a big hold. you know just to pause, make sure you're doing some nice breathing. maybe three seconds each way, and really get that stretch. you can do five of each. just working on that you can do these a couple times throughout "
1576,How to perform a QL stretch while seated to treat hiatal hernias?,04:37,05:43,277,343,539,2Wgylrijzlg,https://www.youtube.com/watch?v=2Wgylrijzlg,"the day. so the next stretch is going to be a QL stretch, or a quadratus lumborum stretch. and so this is really again just to kind of lengthen up the chest area to make sure and pull down that hernia a little bit. i usually suggest doing both sides. so you're just gonna sit on one side and then bring the other hand up. so i'm stretching this side. so i'm going to kind of lean into my hand. i want my weight to be over on the hand that i'm sitting on. and then i'm going to bring the other one just kind of up and over. and then i'm pushing my upper body this way. so i'm kind of getting almost like a a c or a curve motion really to get that nice stretch in there. i'm looking up towards my hand. i'm going to take a thumbnail picture right now, and then you can take one with me too. but holding that stretch for about 30 seconds and then coming back down. again, like you can stretch both sides. so sitting on this one, shifting that weight over, coming up and over, and then just kind of arching into it like that. looking up either towards my elbow or towards my hand. 30 seconds three times on each side. "
1577,How to perform a thoracic side bend stretch while seated to treat hiatal hernias?,05:44,06:40,344,400,539,2Wgylrijzlg,https://www.youtube.com/watch?v=2Wgylrijzlg,"so then the next one is very similar but this one's more of a thoracic side bend. but still again the idea is opening up that area kind of pulling that stomach back down to get everything back down. so this time you're just going to take your hands, you can either clasp from behind your head or behind your neck. i kind of like behind my head. i feel like that's a little bit more comfortable. but this time since it's the thoracic area, you're really just almost like you're bringing one elbow up. so now this stretch is going to be a little bit more here versus the QL is a little bit lower. so then i'm just going up into that stretch, just kind of arching in. i'm kind of looking up towards the ceiling just to help with that. um this one doesn't have to be a full 30 second stretch, it can be maybe like a 10 to 15 stretch second stretch and then alternating sides and coming up. but you're really kind of trying to do a side bend motion and really bringing that elbow up. so 10 to 15 seconds three to five times on each side, really to get that stretched out. and the "
1578,How to perform a side bend stretch while standing to treat hiatal hernias?,06:42,07:32,402,452,539,2Wgylrijzlg,https://www.youtube.com/watch?v=2Wgylrijzlg,"last ones are going to be standing up. so the next stretch standing up is just going to be a side bending stretch. so kind of like when we were seated, but now you're standing so you can get the full body stretch. so if you want to stretch this side, you're going to bring this arm up and kind of slide the other one down your side. so as you're coming up, really reach across your body and push out that hip. so you're getting that full stretch through there again, just lengthening that upper body, getting that nice stretch. again this one doesn't have to be a full 30 second stretch, it can be a 10 to 15 second stretch, but if you want to hold it longer than 30 seconds you can. and then switching sides. so this one's sliding down and this one is coming up and over, really pushing out the hip. really kind of making that curve with your whole body, feeling it all the way through there. 15 to 30 seconds, your choice, three to five times. so then the last one is just going to be "
1579,How to perform a deep breathing exercise while standing to treat hiatal hernias?,07:32,08:45,452,525,539,2Wgylrijzlg,https://www.youtube.com/watch?v=2Wgylrijzlg,"three to five times. so then the last one is just going to be a nice deep breathing with an upper arm kind of jumping jack motion. and again this just kind of lifts up the rib cage. i like this as a just a relaxing exercise too. but again this helps lengthen everything again to pull that stomach back down, so it doesn't get stuck in that hole there. so all you're going to do is kind of come up like you would do a jumping jack with your hands out to the side and up. and as you come up breathe in deeply. and when you get to the ceiling, take that extra deep breath almost like you're trying to touch the ceiling, and then as you breathe out come back down. so it's like this. i'm breathing in, i can breathe out now, and then really high as much as i can breathing in almost like i'm lifting up that rib cage. and then coming back down. so i'll just do that all the way through without talking. so since that's a lot, that's really stretching everything out, you can just do three to five whatever works for you. not doing a whole lot to get anything irritated, but again just really trying to stretch everything out. "
1580,How you can do angry cats exercise that helps in lower back pain?,00:30,01:01,30,61,127,YdyWCCKrROQ,https://www.youtube.com/watch?v=YdyWCCKrROQ,some rest between the sets as well angry cats groan or Falls and protract your shoulder by squeezing your pecs in the front or your chest muscles and roll your shoulders forward whilst breathing out and feel consciously each vertebrae opening as you round your back this will ensure the separation between the joints of the vertebrae in your spine next breathe in and then retract your shoulders back and relax your stomach once again consciously fill the vertebrae moving in your spine this will allow movement between the joints of your spine which is your vertebrae this exercise is particularly really good for low back pain Cobra 
1581,How you can do cobra pose exercise that helps in lower back pain?,01:02,01:28,62,88,127,YdyWCCKrROQ,https://www.youtube.com/watch?v=YdyWCCKrROQ,poses this exercise is great for low back pain and also a high-power lordosis which is a lack of lower back curve it will stretch out your damos and a little bit of your hip flexors hold this position for about 20 breaths and repeat it three to four times breathe out and try to get your hips to touch your floor and push your chest up and retract your shoulders back and then relax and breathe in do this for about 20-30 reps three to four sets I rock and cue our stretches 
1582,How should you do back stretches to correct your postures?,01:31,01:54,91,114,127,YdyWCCKrROQ,https://www.youtube.com/watch?v=YdyWCCKrROQ,is one of the most problematic muscles in your lower back especially in twisting actions these stretches are pretty easy start with the needle on the same side same shoulder hold this position for about 30 seconds then move the knee towards the opposite shoulder and hold that position for 30 seconds this will stretch out the quadratus lumborum and a bit of the piriformis muscle in your buttock repeat this for the opposite side and alternate three to four times cause you're very interested in maintaining good posture 
1583,How to put a disc around the cauliflower ear?,03:06,03:48,186,228,457,VEt0NICJtdM,https://www.youtube.com/watch?v=VEt0NICJtdM,load some antibiotic on to the front and the back of the ear so we're going to quickly throw this on and this is something that everyone uses a system is going to have to use a couple times a day minimum because you want to be able to slide these discs so once it's stuff loaded you're taking it you're putting it on there and you want to be pretty liberal with it you can use aquaphor once the risk of infection is down but for now we're use an antibiotic and I'm going to clean that off and we're going to take two of the medium discs so when we're looking at these these guys are cleaned and we're going to throw one on the front one of the back what happens is this happens every morning these get cleaned the year gets cleaned and then we load these on and what happens is 
1584,How to clean and prepare the ear for draining?,02:11,02:38,131,158,457,VEt0NICJtdM,https://www.youtube.com/watch?v=VEt0NICJtdM,you're going to clean we're going to clean both sides are going clean where we're going to drain but you want to clean everything you want to clean the fingers you want to have gloves on like I do you want to get the back you want to get the front and you want to figure out exactly where you're going to sort of make your site for aspirating this fluid out and so once we have that done we can move on so it's pretty much clean and ready to go there 
1585,How to treat burns at home?,00:32,01:16,32,76,90,XGnLkUty69g,https://www.youtube.com/watch?v=XGnLkUty69g,minutes or until the pain eases this is to stop the burn from spreading to the surrounding area remove items such as rings or tight jewelry from the affected area do this before the swelling starts apply a thin layer of aloe vera lotion on the burns area to help soothe the pain and promote healing make sure the affected area is kept clean and dry to prevent infection if the burn has an open wound clean and dress the wound like how you would for a small cut or abrasion do not apply butter or eyes on the wound as it might set the affected area up for frostbite or infections this video is a guide for 
